Property_Address,Tax_Year,Property_Class,Type_of_Residence,Rooms,Bedrooms,Basement,Fireplaces,Central_Air,Full_Baths,Half_Baths,Building_Square_Feet,Land_Square_Feet,Age,Longitude,Latitude,Sale_Price
3501 S CUYLER AVE,2004,203,1-story,5.0,3.0,Slab basement,0.0,Yes,1.0,1.0,1099.0,3780.0,44.0,-87.7813869,41.8286929,227273
1515 N WELLS 7F,2006,299,,,,,,,,,,,,-87.6343554,41.9096404,540000
3930 PINE GROVE U 3111,2003,299,,,,,,,,,,,,-87.648457,41.95423710000001,278000
364  LAWN LN DES PLAINES,2018,207,2.0,6.0,3.0,2.0,0.0,1.0,2.0,0.0,1615.0,7560.0,53.0,-87.93023904,42.04604522,282500
837 S CARPENTER ST,2008,211,2-story,8.0,4.0,Full basement,0.0,No,2.0,0.0,1722.0,2400.0,138.0,-87.6530475,41.8708009,350000
5408  GROVESIDE LN ROLLING MEADOWS,2018,278,2.0,8.0,5.0,3.0,1.0,1.0,2.0,1.0,3166.0,9775.0,39.0,-88.05633935,42.07946888,555000
435 W WOOD ST PALATINE,2018,299,,,,,,,1.0,,,140453.0,10.0,-88.05474009999998,42.11339276,290000
907  ORIOLE DR STREAMWOOD,2018,204,1.0,7.0,3.0,2.0,0.0,1.0,1.0,0.0,1802.0,9750.0,48.0,-88.15968966,42.01088114,150000
9650 W DICKENS AVE MELROSE PARK,2018,202,1.0,5.0,3.0,2.0,0.0,2.0,1.0,0.0,960.0,10032.0,64.0,-87.86700305,41.91710746,119000
744 GORDON TER 312,2004,299,,,,,,,,,,,,-87.6490892,41.9580311,222000
1356  EARL AVE DES PLAINES,2018,202,1.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,995.0,7150.0,61.0,-87.90391135,42.02806878,193000
18322 MAPLE ST,2013,278,2-story,9.0,4.0,Partial basement,1.0,Yes,2.0,1.0,2888.0,11265.0,32.0,-87.527028,41.5621624,189900
922 W DAKIN ST 2,2014,299,,,,,,,,,,,,-87.6531401,41.95381210000001,375000
319 BLACKSTONE,2006,234,multilevel,7.0,4.0,Partial basement,1.0,Yes,2.0,1.0,1672.0,7210.0,34.0,-87.5842622,41.5402082,199000
232 CHESTNUT AVE,2014,203,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1073.0,5400.0,45.0,-87.64618540000002,41.4808135,68000
148  VIRGINIA CT STREAMWOOD,2018,295,1.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,1119.0,5718.0,30.0,-88.18634573,42.01061276,152000
5106  LEE ST SKOKIE,2018,203,5.0,7.0,3.0,3.0,1.0,1.0,1.0,1.0,1432.0,5580.0,62.0,-87.75496698,42.03564951,190000
9320  NOEL AVE DES PLAINES,2018,295,2.0,5.0,3.0,1.0,0.0,2.0,1.0,1.0,1110.0,4106.0,53.0,-87.85806972,42.05325528,80000
2100 N LINCOLN PK WEST,2005,299,,,,,,,,,,,,-87.63672530000002,41.9204815,299700
135 S LASALLE,2003,299,,,,,,,,,,,,-87.6314017,41.8797591,299000
8055 W 123RD ST,2003,204,1-story,8.0,4.0,Partial basement,1.0,No,2.0,0.0,2157.0,18384.0,51.0,-87.8178411,41.6672786,235000
1804  GREENLEAF ST EVANSTON,2018,203,5.0,5.0,2.0,1.0,0.0,2.0,1.0,0.0,1372.0,3232.0,90.0,-87.69811577,42.03728595,231750
1101  MIDWAY RD NORTHBROOK,2018,203,1.0,6.0,3.0,1.0,0.0,2.0,1.0,0.0,1286.0,7549.0,57.0,-87.79356006,42.13201989,279000
4420  HUNTINGTON BLVD HOFFMAN ESTATES,2018,234,4.0,5.0,3.0,3.0,0.0,2.0,1.0,1.0,1116.0,5064.0,33.0,-88.12200864,42.10402393,168544
7948 S LAFAYETTE,2007,211,2-story,8.0,4.0,Full basement,0.0,No,2.0,0.0,2224.0,3720.0,80.0,-87.62606140000003,41.7494815,230000
8540 W FOSTER AVE NORRIDGE,2018,299,,,,,,,1.0,,,49306.0,10.0,-87.83993633,41.97431923,168000
47 W POLK ST 100-194,2008,202,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,941.0,3150.0,84.0,-87.6290483,41.8717634,70000
3624 W 83RD ST,2004,203,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1040.0,2950.0,46.0,-87.7130475,41.7425343,155000
2701 WIND POINT CT,2008,234,multilevel,6.0,3.0,Partial basement,1.0,Yes,2.0,0.0,1320.0,9600.0,26.0,-87.55134770000002,41.5398068,158000
8846 W 140TH ST 1D,2013,299,,,,,,,,,,,,-87.837354,41.637031,94000
5  HAMPTON ON AUBURN  ROLLING MEADOWS,2018,295,1.0,6.0,4.0,3.0,0.0,1.0,2.0,0.0,1568.0,2887.0,45.0,-88.03095509,42.07645661,283000
7839 W SCHOOL,2009,203,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,1080.0,5113.0,56.0,-87.82302440000002,41.9393578,209000
10431 LACROSSE AVE,2006,202,1-story,5.0,3.0,Slab basement,0.0,No,1.0,1.0,968.0,3690.0,74.0,-87.74117259999998,41.7027672,218000
7328 W 84TH ST,2003,299,,,,,,,,,,,,-87.8023643,41.7390494,111000
6309 W 157TH ST,2003,278,2-story,7.0,3.0,Partial basement,0.0,Yes,2.0,0.0,2066.0,8125.0,27.0,-87.7742194,41.6071124,198000
1717 S PRAIRIE AV 1310,2013,299,,,,,,,,,,,,-87.61992099999998,41.858496,307500
9200 CLIFFSIDE LN,2003,299,,,,,,,,,,,,-87.8442151,41.6076451,166500
259  MARY ST GLENCOE,2018,208,2.0,10.0,4.0,1.0,2.0,1.0,4.0,1.0,3852.0,12360.0,13.0,-87.74739799,42.12446556,1505000
1147 S WOLF RD DES PLAINES,2018,203,5.0,5.0,2.0,4.0,0.0,2.0,1.0,1.0,720.0,6765.0,64.0,-87.9086064,42.03187987,222000
2321 W BIRCHWOOD  AV,2003,295,2-story,6.0,3.0,Full basement,0.0,Yes,1.0,1.0,1219.0,1562.0,52.0,-87.68842,42.017256,233000
2548 W HURON,2010,203,1-story,5.0,3.0,Slab basement,0.0,No,1.0,0.0,1276.0,3936.0,73.0,-87.6911729,41.8940972,322500
2431 W LEXINGTON,2006,211,2-story,15.0,6.0,Full basement,0.0,Yes,3.0,3.0,3845.0,3125.0,8.0,-87.6874446,41.87184600000001,618000
923 W CULLOM 2E,2006,299,,,,,,,,,,,,-87.653103,41.96021500000001,247000
4122 GRAND AVE,2014,206,2-story,9.0,4.0,Full basement,1.0,No,2.0,0.0,2208.0,11400.0,97.0,-87.90158509999998,41.8144093,955000
1903  QUAKER HOLLOW LN STREAMWOOD,2018,299,,,,,,,1.0,,,744438.0,10.0,-88.14345034,42.03787756,151500
9275  BROCKTON LN DES PLAINES,2018,299,,,,,,,1.0,,,180464.0,10.0,-87.85822806,42.059066,1
12552 SUFFIELD DR,2013,204,1-story,8.0,4.0,Partial basement,1.0,Yes,2.0,1.0,3196.0,12900.0,19.0,-87.88324229999998,41.6611989,360000
14500 S MOZART AVE,2005,202,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,640.0,3125.0,52.0,-87.6902577,41.6295955,140000
1925  KINGSTON LN SCHAUMBURG,2018,234,4.0,6.0,3.0,3.0,1.0,2.0,1.0,1.0,1075.0,10167.0,48.0,-88.12805684,42.01603445,205500
195 N HARBOR DR 1506,2005,211,2-story,8.0,4.0,Full basement,0.0,No,2.0,0.0,1886.0,4400.0,121.0,-87.6146613,41.8856937,225000
17421 GEORGE BRENNEN,2004,202,1-story,4.0,2.0,Full basement,0.0,No,1.0,0.0,800.0,33977.0,52.0,-87.7463071,41.5727376,289000
1831 N SPAULDING,2014,203,?,7.0,3.0,Full basement,0.0,Yes,2.0,0.0,1683.0,4425.0,117.0,-87.7099685,41.9146594,325000
4770  CALVERT DR ROLLING MEADOWS,2018,299,,,,,,,1.0,,,749756.0,10.0,-88.01431782,42.06244312,118500
2529  MARCY AVE EVANSTON,2018,205,2.0,7.0,3.0,1.0,1.0,2.0,1.0,0.0,1480.0,8700.0,95.0,-87.71876348,42.06374242,918000
4102 N OLEANDER,2005,203,1-story,6.0,3.0,Full basement,0.0,Yes,1.0,0.0,1147.0,7722.0,68.0,-87.81618990000003,41.9545244,460000
6368 S LECLAIRE AVE,2006,207,2-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,942.0,4478.0,65.0,-87.7493645,41.7763551,218000
15140 VALENTINA DR,2011,234,multilevel,6.0,3.0,Partial basement,1.0,Yes,2.0,0.0,1621.0,18706.0,16.0,-87.83344699999998,41.6147081,307000
1280 N LAKEVIEW DR PALATINE,2018,278,2.0,8.0,4.0,1.0,0.0,1.0,2.0,1.0,3671.0,10625.0,22.0,-88.06520632,42.13557362,625000
2102 W BARRY,2003,211,2-story,16.0,8.0,Full basement,0.0,No,3.0,0.0,3060.0,3125.0,115.0,-87.68098499999998,41.9379038,550000
3841 HOLLYWOOD AVE,2012,205,2-story,6.0,3.0,Full basement,0.0,No,2.0,0.0,1694.0,5943.0,86.0,-87.833178,41.820782,190000
4912 S KNOX,2004,203,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,1036.0,3780.0,49.0,-87.739633,41.8035466,221500
991  THACKER ST DES PLAINES,2018,202,1.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,832.0,7817.0,61.0,-87.89944162,42.03801832,162000
10641 S ARTESIAN,2013,210,2-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,916.0,2446.0,60.0,-87.68242640000003,41.6997174,133000
2306  CENTRAL RD ROLLING MEADOWS,2018,203,1.0,5.0,3.0,3.0,0.0,1.0,1.0,1.0,1080.0,7800.0,56.0,-88.01025978,42.06697596,207000
9950  BELMONT AVE FRANKLIN PARK,2018,211,2.0,19.0,9.0,1.0,0.0,2.0,5.0,0.0,6240.0,6213.0,39.0,-87.87426049999998,41.93684607,420000
17042 KERRY AVE,2013,278,2-story,8.0,4.0,Full basement,1.0,Yes,2.0,1.0,3091.0,10228.0,9.0,-87.8748063,41.579699100000006,430000
832 POPLAR LN,2008,203,1-story,5.0,3.0,Full basement,0.0,No,1.0,1.0,1252.0,5040.0,36.0,-88.10398470000001,41.69720529999999,170000
6847 S KEDVALE,2003,202,1-story,4.0,2.0,Full basement,0.0,No,1.0,0.0,734.0,3750.0,63.0,-87.7258907,41.7681345,160000
5708 S LAFLIN ST,2003,211,2-story,6.0,5.0,Full basement,0.0,No,2.0,0.0,2110.0,3100.0,94.0,-87.66233220000002,41.7900808,116390
2100 W LAWRENCE LN MOUNT PROSPECT,2018,278,2.0,8.0,5.0,3.0,1.0,2.0,2.0,1.0,3108.0,10955.0,43.0,-87.97039802,42.05547074,282000
1817  LELAND AVE EVANSTON,2018,203,1.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,1008.0,3420.0,55.0,-87.7068233,42.05066726,70000
1818 S PAULINA,2013,211,2-story,15.0,9.0,Full basement,0.0,No,3.0,0.0,3960.0,6250.0,121.0,-87.66864759999999,41.8575727,170000
2570 W LYNDALE 2,2009,299,,,,,,,,,,,,-87.69211259999999,41.9225408,270000
1401 E 55TH ST 902N,2006,299,,,,,,,,,,,,-87.5913351,41.7953378,144000
1650 S CROWFOOT CIR HOFFMAN ESTATES,2018,278,2.0,9.0,4.0,1.0,1.0,1.0,2.0,1.0,2589.0,9663.0,25.0,-88.12064593,42.04206162,427000
2817 LAKE PARK DR,2005,202,1-story,5.0,2.0,crawlspace,0.0,No,1.0,0.0,876.0,4875.0,50.0,-87.5477405,41.5412168,102000
1817 E 93RD ST,2009,202,1-story,4.0,2.0,Full basement,0.0,No,1.0,0.0,870.0,3125.0,46.0,-87.579534,41.7258138,149900
641 S HARVEY AVE,2003,205,2-story,6.0,3.0,Full basement,1.0,No,1.0,1.0,1658.0,4125.0,91.0,-87.78092579999998,41.8766296,344000
902 N WOOD 1N,2006,299,,,,,,,,,,,,-87.6725101,41.8979894,448000
2841 N MULLIGAN,2010,202,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,978.0,3720.0,65.0,-87.7841921,41.93222670000001,185500
2  ELM CIR GOLF,2018,204,1.0,10.0,6.0,1.0,2.0,1.0,2.0,1.0,3385.0,26180.0,51.0,-87.7875246,42.05954196,625000
11629 BURNLEY DR,2003,278,2-story,7.0,4.0,Full basement,1.0,Yes,2.0,1.0,2569.0,9217.0,1.0,-87.90392299999998,41.6311449,318207
156  SYCAMORE AVE STREAMWOOD,2018,203,1.0,6.0,2.0,2.0,0.0,1.0,1.0,0.0,1067.0,6600.0,19.0,-88.16437051,41.99942942,196000
2534 W 116TH PL,2003,203,1-story,6.0,3.0,Full basement,1.0,Yes,1.0,1.0,1514.0,4737.0,53.0,-87.6847125,41.6820006,147500
8630  WAUKEGAN RD MORTON GROVE,2018,299,,,,,,,1.0,,,10976.0,10.0,-87.80014212,42.03807029,139900
5824 N PAULINA,2010,211,2-story,16.0,6.0,Full basement,0.0,No,3.0,0.0,3198.0,4400.0,52.0,-87.6718585,41.9874989,360000
15700 DEERFIELD U2S,2006,299,,,,,,,,,,,,-87.817764,41.6051005,190000
4416 S MOZART,2011,211,1-story,10.0,4.0,Full basement,0.0,No,2.0,0.0,2030.0,3150.0,90.0,-87.69587920000002,41.8130811,90000
1433  PERRY ST DES PLAINES,2018,299,,,,,,,1.0,,,28000.0,10.0,-87.88847706,42.04351865,120990
455 E ILLINOIS STE 565,2003,299,,,,,,,,,,,,-87.6196024,41.8903027,164900
910  OAKTON ST EVANSTON,2018,299,,,,,,,1.0,,,38073.0,10.0,-87.68478576,42.02631854,234000
23 N OLTENDORF RD STREAMWOOD,2018,295,2.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1184.0,4070.0,25.0,-88.17366262,42.03286893,124300
200 E DELAWARE 125D,2003,299,,,,,,,,,,,,-87.62979820000002,41.8781136,795600
4501 N CENTRAL 301,2005,299,,,,,,,,,,,,-87.76706,41.962665,192000
8115 DELAND CT,2004,278,2-story,8.0,4.0,Full basement,1.0,Yes,2.0,1.0,2445.0,9000.0,4.0,-87.81678509999998,41.5981836,340000
4349 CHAMPLAIN AVENUE,2003,210,2-story,7.0,4.0,Full basement,0.0,No,2.0,0.0,1744.0,2144.0,121.0,-87.61005390000003,41.8153636,227000
6545 PINE POINT DR,2015,203,?,6.0,3.0,Full basement,0.0,No,1.0,0.0,1125.0,7980.0,62.0,-87.7791964,41.5813484,190000
7711 ELEANOR PL,2004,211,2-story,6.0,3.0,Slab basement,0.0,No,2.0,0.0,1520.0,2976.0,121.0,-87.94537840000002,41.7480112,248000
395  WILMINGTON DR BARTLETT,2018,299,,,,,,,1.0,,,25044.0,10.0,-88.17151017,41.98809753,61000
17301 S 110TH,2006,202,1-story,5.0,3.0,Slab basement,0.0,No,1.0,0.0,576.0,86771.0,110.0,-87.8892189,41.52614370000001,315000
932  CHERRY ST WINNETKA,2018,205,2.0,7.0,4.0,1.0,1.0,2.0,2.0,1.0,1874.0,9350.0,100.0,-87.7392831,42.10310164,530500
1110  GANNON DR HOFFMAN ESTATES,2018,207,2.0,8.0,4.0,2.0,1.0,1.0,2.0,0.0,1927.0,8911.0,33.0,-88.10796307,42.0466194,300000
9337 S PULASKI RD,2004,211,2-story,10.0,4.0,Full basement,0.0,No,2.0,0.0,2536.0,4903.0,53.0,-87.7210713,41.723236,304900
455 E ILLINOIS STE 565,2004,299,,,,,,,,,,,,-87.6196024,41.8903027,217900
1713  PARK RIDGE POINTE  PARK RIDGE,2018,299,,,,,,,1.0,,,139796.0,10.0,-87.8651227,42.0356908,440000
7201 W JONQUIL TER NILES,2018,203,1.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,1103.0,4932.0,59.0,-87.80692511,42.02062701,185000
7932 S KING DR,2004,211,2-story,5.0,4.0,Full basement,2.0,No,3.0,0.0,2108.0,4500.0,85.0,-87.61534040000002,41.7500763,235000
817 W WRIGHTWOOD,2007,211,3-story,12.0,5.0,Full basement,2.0,Yes,4.0,1.0,3971.0,3000.0,5.0,-87.64965059999999,41.9288406,765000
211 E MAXON LN STREAMWOOD,2018,202,1.0,5.0,3.0,4.0,0.0,2.0,1.0,0.0,913.0,6600.0,58.0,-88.17700374,42.02667626,164900
803 S TAYLOR,2011,205,2-story,8.0,4.0,Full basement,0.0,Yes,2.0,0.0,1261.0,3100.0,100.0,-87.7783125,41.8743303,118000
9631 W FULLERTON AVE FRANKLIN PARK,2018,203,1.0,5.0,3.0,1.0,0.0,1.0,2.0,0.0,1066.0,7000.0,14.0,-87.8651935,41.92197977,146500
1465 W CARMEN,2003,299,,,,,,,,,,,,-87.6672532,41.9741509,395000
3026 N. HOYNE AV,2005,299,,,,,,,,,,,,-87.6809468,41.9367029,233480
5847 S SHIELDS AVE,2003,211,2-story,8.0,4.0,Full basement,0.0,No,2.0,0.0,1936.0,3250.0,118.0,-87.6337503,41.7877311,20000
887 E SCHIRRA DR PALATINE,2018,278,2.0,8.0,5.0,4.0,0.0,2.0,2.0,1.0,2553.0,8400.0,51.0,-88.02246975,42.11858986,350000
711 W GORDON TERR 313,2014,299,,,,,,,,,,,,-87.6482805,41.9576643,167000
2034  PRATT CT EVANSTON,2018,204,5.0,7.0,3.0,1.0,0.0,1.0,2.0,1.0,1540.0,5700.0,125.0,-87.68621292,42.05521288,560000
711 S DEARBORN U608,2014,299,,,,,,,,,,,,-87.6287987,41.87314620000001,160500
225  SHERIDAN RD WILMETTE,2018,278,2.0,9.0,5.0,1.0,1.0,1.0,4.0,1.0,3061.0,8542.0,7.0,-87.68301685,42.07085645,1170000
9646  KILDARE AVE SKOKIE,2018,209,1.0,7.0,4.0,3.0,0.0,1.0,2.0,0.0,1420.0,14686.0,61.0,-87.73506071,42.05668513,330000
14211 HOYNE AVE,2003,211,2-story,16.0,8.0,Full basement,0.0,No,4.0,0.0,2670.0,9234.0,120.0,-87.66788009999998,41.630781,105000
3100  LEXINGTON LN GLENVIEW,2018,299,,,,,,,1.0,,,311942.0,10.0,-87.83322934,42.10641386,257000
300  BAYSIDE DR PALATINE,2018,299,,,,,,,1.0,,,858478.0,10.0,-88.00774132,42.13429815,75000
1244 W BRYN MAWR AVE,2014,206,2-story,9.0,4.0,Full basement,0.0,No,2.0,0.0,2400.0,3843.0,100.0,-87.66189809999999,41.9838152,1040000
644 W ARLINGTON PL 2A,2005,299,,,,,,,,,,,,-87.6457025,41.9269784,240000
10725 S WASHINGTON ST,2015,278,2-story,8.0,4.0,Partial basement,1.0,No,2.0,1.0,2499.0,6875.0,24.0,-87.7581508,41.6968163,299900
1212  DEWEY AVE EVANSTON,2018,201,,,,,,,1.0,,,5184.0,10.0,-87.69650218,42.03992793,160000
4738 N CAMPBELL AV,2011,205,2-story,6.0,3.0,Full basement,0.0,No,2.0,0.0,1474.0,3750.0,98.0,-87.6915865,41.9678951,475000
1275  BALDWIN LN PALATINE,2018,299,,,,,,,1.0,,,28192.0,10.0,-88.01206389,42.13580749,62000
4857 N MELVINA AVE,2009,203,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1056.0,3501.0,84.0,-87.7828472,41.9701466,145000
1339 W 97TH PL,2004,202,1-story,6.0,3.0,Slab basement,0.0,No,1.0,0.0,924.0,5146.0,87.0,-87.656818,41.716625,145000
6900 S STONY ISLAND AV,2007,299,,,,,,,,,,,,-87.5866703,41.7695618,350000
9503  DAVIS ST FRANKLIN PARK,2018,205,2.0,7.0,4.0,1.0,0.0,2.0,2.0,1.0,1726.0,5300.0,68.0,-87.86365927,41.94463157,127789
2101 S EAST AVE,2010,203,1-story,8.0,4.0,Full basement,0.0,No,2.0,0.0,1415.0,4158.0,89.0,-87.78818829999999,41.8523363,200000
256  GRAEMERE ST NORTHFIELD,2018,206,2.0,7.0,3.0,3.0,1.0,1.0,2.0,1.0,2825.0,10560.0,59.0,-87.78218381,42.09864797,331000
8928  OCONTO AVE MORTON GROVE,2018,234,4.0,6.0,3.0,3.0,0.0,2.0,1.0,1.0,1274.0,7517.0,60.0,-87.80769763,42.04385637,372500
7131 W NILES AVE NILES,2018,295,2.0,6.0,4.0,1.0,0.0,1.0,2.0,1.0,1568.0,3228.0,50.0,-87.80481763,42.03785635,215000
8038 S CAMPBELL,2006,203,1-story,7.0,4.0,Full basement,0.0,Yes,2.0,0.0,1440.0,3780.0,63.0,-87.6855019,41.7470955,195000
7657 N ORIOLE AVE NILES,2018,203,1.0,6.0,3.0,1.0,0.0,1.0,1.0,0.0,1242.0,6730.0,59.0,-87.81594482,42.02040739,225000
3349 N CLARK ST,2005,211,2-story,8.0,4.0,Full basement,0.0,No,2.0,0.0,1440.0,3750.0,108.0,-87.65304029999999,41.9430725,372400
2430 N MOZART,2004,211,2-story,10.0,4.0,Slab basement,0.0,No,2.0,0.0,2524.0,3780.0,105.0,-87.69894959999998,41.9257813,519000
909 W WASHINGTON ST,2010,299,,,,,,,,,,,,-87.65012540000002,41.88289620000001,346500
4105 N LAWNDALE  201,2005,299,,,,,,,,,,,,-87.719992,41.955776,239000
11103 HERITAGE DR 2B,2004,299,,,,,,,,,,,,-87.8395785,41.6885932,158000
6004 W CORNELIA AV,2004,203,?,5.0,3.0,Full basement,0.0,No,1.0,1.0,1382.0,3780.0,58.0,-87.77669499999998,41.944209,313000
21  KRISTIN DR SCHAUMBURG,2018,299,,,,,,,1.0,,,550722.0,10.0,-88.08096552,42.05725281,126000
642 S 19TH AV,2004,211,3-story,15.0,6.0,Full basement,0.0,No,3.0,0.0,3364.0,4312.0,96.0,-87.856606,41.880505,187000
1958  HOLBROOK LN HOFFMAN ESTATES,2018,295,2.0,8.0,4.0,1.0,0.0,2.0,2.0,1.0,1176.0,1120.0,45.0,-88.13317101,42.06031702,170000
7733 W ELMGROVE DR ELMWOOD PARK,2018,204,1.0,6.0,3.0,1.0,0.0,1.0,1.0,0.0,1310.0,5678.0,85.0,-87.81986769,41.93076943,135000
7925 S 83RD AV,2004,202,1-story,6.0,3.0,crawlspace,0.0,Yes,1.0,0.0,987.0,10307.0,52.0,-87.8260958,41.7465873,168500
13930 MARILYN TERR,2009,208,2-story,9.0,5.0,Full basement,4.0,Yes,3.0,1.0,4788.0,15980.0,4.0,-87.8912934,41.636348100000006,725000
8416 S MORGAN ST,2006,202,1-story,6.0,3.0,Full basement,0.0,No,1.0,0.0,972.0,3125.0,84.0,-87.6489123,41.7409234,135000
1440 HEIDORN AVE,2013,203,1-story,6.0,3.0,crawlspace,0.0,No,1.0,1.0,1380.0,5850.0,47.0,-87.90087609999998,41.8578383,165000
3935  CHESTER DR GLENVIEW,2018,278,2.0,10.0,5.0,3.0,1.0,1.0,3.0,1.0,2946.0,10704.0,44.0,-87.85357183,42.10228718,600000
15628 KENWOOD,2014,234,multilevel,6.0,3.0,Partial basement,0.0,No,1.0,1.0,1141.0,7205.0,34.0,-87.58503409999999,41.6108651,75000
2317 N NEVA 16A,2007,299,,,,,,,,,,,,-87.80365090000002,41.9216946,166000
35  CUMBERLAND DR SCHAUMBURG,2018,203,1.0,6.0,3.0,2.0,0.0,1.0,1.0,1.0,1559.0,8550.0,41.0,-88.11808815,42.02762583,198500
1842 W IRVING PARK 301,2014,299,,,,,,,,,,,,-87.6757582,41.954404,375000
10300 S LAVERGNE,2004,204,1-story,7.0,3.0,Partial basement,1.0,Yes,1.0,1.0,1852.0,8308.0,40.0,-87.7454803,41.7052631,292000
5040 N OZARK AVE NORRIDGE,2018,202,1.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,986.0,4100.0,56.0,-87.82063713,41.97217349,220000
1343 BRAEBURN AVE,2008,205,2-story,8.0,4.0,Full basement,0.0,Yes,2.0,0.0,2200.0,13490.0,72.0,-87.6776452,41.5375224,457000
7544 RIDGEWOOD LN,2003,208,2-story,8.0,4.0,Full basement,3.0,Yes,3.0,1.0,4021.0,12035.0,16.0,-87.90562840000003,41.7519268,675000
2325 W 35TH ST,2004,203,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1040.0,3925.0,37.0,-87.6836503,41.83009379999999,235200
6017 W 28TH,2004,205,2-story,5.0,3.0,Slab basement,0.0,Yes,2.0,0.0,1079.0,3750.0,128.0,-87.77435390000002,41.8396553,175000
16647 ORANGE AVENUE,2012,278,2-story,7.0,4.0,Full basement,1.0,Yes,2.0,1.0,2445.0,9375.0,13.0,-87.8895491,41.5867336,324900
753 S SUMMIT ST BARRINGTON,2018,202,1.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,660.0,6250.0,91.0,-88.13083396,42.14469977,950000
2532 N RIVER RD RIVER GROVE,2018,211,2.0,14.0,6.0,4.0,0.0,2.0,3.0,0.0,2126.0,3000.0,59.0,-87.84388138,41.9254759,90000
2300 W WABANSIA 203,2003,299,,,,,,,,,,,,-87.6843897,41.9128909,280000
231  PARKVIEW RD GLENVIEW,2018,206,2.0,8.0,4.0,4.0,0.0,1.0,2.0,0.0,2344.0,6800.0,67.0,-87.80927477,42.05995997,705000
3121 W 98TH PLACE,2003,212,2-story,18.0,6.0,Slab basement,0.0,No,4.0,0.0,3794.0,6000.0,36.0,-87.6999217,41.71393070000001,330000
20 N WACKER STE 1945,2004,211,2-story,9.0,5.0,Full basement,0.0,No,2.0,0.0,1542.0,3125.0,109.0,-87.63726120000003,41.88260800000001,139900
1334 S 49TH AV,2004,203,?,9.0,5.0,Full basement,0.0,No,1.0,1.0,1682.0,3150.0,100.0,-87.7473623,41.8627184,175000
4120 S ELLIS,2007,210,2-story,5.0,4.0,Full basement,2.0,No,3.0,0.0,1984.0,3040.0,124.0,-87.60270329999999,41.8193025,314000
2022  ROBINCREST LN GLENVIEW,2018,205,2.0,7.0,4.0,1.0,1.0,1.0,2.0,1.0,1796.0,8844.0,69.0,-87.81021454,42.06675632,400000
9249 S 87TH CT,2005,234,multilevel,7.0,3.0,Partial basement,0.0,No,1.0,1.0,1288.0,16214.0,36.0,-87.8357308,41.7225098,310000
14321 EDBROOK AVE,2006,202,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,984.0,4375.0,57.0,-87.61812690000002,41.6342136,115000
3755 N PONTIAC AVE,2015,205,2-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1087.0,3720.0,56.0,-87.83507829999998,41.948221,203000
1237  GOLDENROD LN HOFFMAN ESTATES,2018,207,2.0,6.0,3.0,2.0,0.0,1.0,2.0,1.0,1884.0,6778.0,27.0,-88.11163503,42.1079023,270000
3115  TOWN SQUARE DR ROLLING MEADOWS,2018,299,,,,,,,1.0,,,234990.0,10.0,-88.01921188,42.07710007,175000
8310 LILAC LANE,2004,278,2-story,8.0,4.0,crawlspace,1.0,Yes,2.0,1.0,2468.0,9778.0,24.0,-87.82075920000003,41.5706784,362000
2000  BAYSIDE DR PALATINE,2018,299,,,,,,,1.0,,,858478.0,10.0,-88.00774132,42.13429815,90000
6349 S KENNETH,2004,204,?,6.0,3.0,Full basement,0.0,No,1.0,1.0,2078.0,3750.0,85.0,-87.7334409,41.7770918,260000
4201 N CLARENDON 3S,2014,299,,,,,,,,,,,,-87.6495892,41.9587091,217250
454  OTIS RD BARRINGTON,2018,204,1.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,2272.0,20625.0,54.0,-88.1453312,42.14195529999999,465000
5600  ASTOR LN ROLLING MEADOWS,2018,299,,,,,,,1.0,,,520628.0,10.0,-88.00522021,42.05527268,110000
9235  CEDAR LN DES PLAINES,2018,295,2.0,6.0,3.0,1.0,0.0,1.0,1.0,1.0,1408.0,3069.0,50.0,-87.85090493,42.04745177,147500
2740 N PINE GROVE AVE,2015,299,,,,,,,,,,,,-87.641502,41.9321222,205000
175 E DELAWARE 4603,2011,299,,,,,,,,,,,,-87.6227945,41.8989444,410000
